,亚洲ETF-iShares MSCI,MSCI全球ETF-iShares,iShares MSCI ACWI ex US ETF,债券指数ETF-iShares Barclays综合国债,Alerian MLP ETF,债券指数ETF-Vanguard美国,短期国债指数ETF-Vanguard,道琼斯指数ETF,三倍做空黄金矿业指数ETF-Direxion,日本股利指数ETF-WisdomTree,新兴市场ETF-iShares MSCI,iShares Edge MSCI Min Vol EAFE ETF,欧澳远东指数 ETF-iShares MSCI,iShares JPMorgan USD Emerging Markets Bond ETF,印度收入指数ETF-WisdomTree,三倍做多能源ETF-Direxion,澳大利亚ETF-iShares MSCI,加拿大ETF-iShares MSCI,德国ETF-iShares MSCI,香港ETF-iShares MSCI,日本ETF-iShares MSCI,台湾ETF-iShares MSCI,墨西哥投资指数ETF-iShares MSCI,韩国ETF-iShares MSCI,巴西ETF-iShares MSCI,欧盟国家ETF-iShares MSCI,金融指数ETF-Direxion三倍做多罗素金融股,中国大盘股ETF-iShares,小型黄金矿业ETF(Market Vectors),黄金矿业ETF(Market Vectors),SPDR黄金ETF,债券指数ETF-iShares iBoxx高收益公司债,PIMCO 0-5 Year High YieldCorporate Bond Index ETF,黄金信托ETF(iShares),生物科技指数ETF-iShares Nasdaq,iShares Core MSCI EAFE ETF,债券指数ETF-iShares Barclays 7-10年,标普中型股400指数ETF-iShares,标普小型股600指数ETF-iShares,房屋建筑指数ETF-iShares Dow Jones,标普500价值指数ETF-iShares,标普500指数ETF,标普500成长股指数ETF-iShares,罗素1000指数ETF-iShares,罗素1000价值指数ETF-iShares,罗素1000成长指数ETF-iShares,罗素2000指数ETF,罗素2000价值股指数ETF-iShares,罗素2000成长股指数ETF,房地产指数ETF-iShares道琼斯,金矿指数三倍做空ETF,债券指数ETF-SPDR Barclays高收益债,金矿指数三倍做多ETF,银行指数ETF-SPDR KBW,区域银行指数ETF-SPDR KBW,债券指数ETF-iShares iBoxx投资级公司债,中国ETF-iShares MSCI,标普中型股400指数ETF-SPDR,三倍做多黄金矿业指数ETF-Direxion,标普100指数ETF-iShares,石油服务ETF,优先股指数ETF-iShares S&P,纳指两倍做空ETF,纳指两倍做多ETF,纳指ETF,平均加权指数ETF-Rydex S&P,俄罗斯ETF-Market Vectors,Schwab U.S. TIPs ETF,道指三倍做空ETF-ProShares,标普500两倍做空ETF,债券指数ETF-iShares Barclays 1-3年国,标普500反向ETF,白银ETF(iShares),半导体指数ETF-HOLDRs,三倍做多半导体ETF-Direxion Daily,iShares费城交易所半导体ETF,标普500三倍做空ETF,标普500指数ETF,纳指三倍做空ETF,标普500两倍做多ETF,0.5倍做空波动率指数短期期货ETF,债券20+美国债指数ETF-ProShares两倍做空,通胀债券指数ETF-iShares Barclays,债券20+美公债指数ETF-iShares Barcla,罗素2000指数三倍做多ETF-Direxion,纳指三倍做多ETF,罗素2000指数三倍做空ETF,二倍做多彭博原油ETF,道指三倍做多ETF-ProShares,三倍做多标普500ETF,美国原油ETF,1.5倍做多波动率指数短期期货ETF-ProShares,EAFE指数ETF-Vanguard MSCI,非美地区ETF-Vanguard FTSE,欧洲ETF-Vanguard MSCI,股利增长指数ETF-Vanguard,不动产信托指数ETF-Vanguard,Vanguard S&P 500 ETF,大盘指数ETF-Vanguard MSCI,Vanguard Value ETF,Vanguard Total World Stock ETF,成长股指数ETF-Vanguard MSCI,新兴市场ETF-Vanguard MSCI,SPDR S&P Biotech ETF,房屋建筑商指数ETF-SPDR,材料ETF,能源ETF,金融ETF,工业ETF,高科技指数ETF-SPDR,消费品指数ETF-SPDR主要消费品,公共事业指数ETF-SPDR,健康照护类股ETF-SPDR,消费品指数ETF-SPDR可选消费品,金属与采矿指数ETF-SPDR,油气开采指数ETF-SPDR S&P,零售指数ETF-SPDR标普
1506398400000,71.54,68.26,47.97,109.99,11.34,82.18,79.91,222.69,24.66,54.4,44.49,70.75,67.85,116.29,25.12,29.52,22.47,28.81,31.77,24.45,55.55,35.97,55.41,68.7,41.68,42.57,53.59,43.74,34.1,23.35,123.14,88.59,101.43,12.46,109.4033,63.56,107.22,176.74,72.31,35.44,107.31,250.75,141.85,138.74,117.95,123.52,144.61,121.64,173.97,79.84,54.06,37.27,18.78,43.74,54.9,121.41,62.02,322.22,33.4,110.47,25.84,38.86,63.8,62.28,143.17,94.77,22.06,55.61,27.09,47.44,84.47,32.42,15.91,89.84,102.75,152.37,56.56,249.08,28.12,95.21,90.0,34.46,114.26,126.76,60.47,36.37,14.7,18.05,68.91,113.69,10.49,22.36,42.96,52.31,57.55,94.41,83.11,228.78,128.19,99.25,70.46,131.15,43.35,83.25,38.99,56.4,68.14,25.39,70.75,58.04,54.44,53.62,81.21,89.36,31.73,34.12,41.46
1506484800000,71.52,68.36,47.95,109.67,11.24,81.93,79.86,223.12,25.73,54.86,44.33,70.55,67.9,115.8,24.72,29.95,22.39,28.83,31.85,24.47,55.66,35.97,54.42,68.15,40.92,42.73,54.93,43.9,33.57,22.99,121.98,88.63,101.42,12.33,110.03,63.64,106.67,178.42,73.79,35.69,107.54,251.73,142.57,139.25,118.19,124.29,147.44,123.74,177.79,79.2,56.67,37.29,17.87,44.65,56.07,120.94,62.5,325.24,31.89,110.85,25.97,38.8,62.64,63.39,144.46,95.15,22.04,55.44,26.89,47.09,84.46,32.31,15.83,91.87,109.95,156.06,55.88,250.05,27.35,95.86,90.77,35.5,113.91,124.85,64.04,37.3567,13.84,18.16,69.33,114.92,10.52,22.04,43.02,52.28,57.62,94.55,82.36,229.67,128.89,99.53,70.24,131.89,43.11,84.47,39.3,56.4,68.43,25.7,70.83,58.63,54.02,52.9,81.18,89.85,32.04,34.37,41.96
1506571200000,71.44,68.44,48.01,109.68,11.2,81.95,79.9,223.6,25.24,54.78,44.3,70.75,68.08,116.04,24.89,29.99,22.35,28.94,32.01,24.5,55.7,35.81,54.44,68.06,40.97,42.9,55.4,43.53,33.88,23.16,122.21,88.63,101.46,12.36,110.1833,63.82,106.65,178.8,73.99,36.17,107.68,252.0,142.74,139.41,118.33,124.51,147.83,124.09,178.31,79.79,55.18,37.29,18.32,44.86,56.43,121.12,62.2,325.96,32.62,110.99,26.04,38.8,62.76,63.33,144.41,95.21,22.07,55.43,26.78,46.99,84.47,32.27,15.92,92.46,112.42,157.21,55.8,250.35,27.41,96.08,92.05,35.73,113.83,124.48,64.54,37.2933,13.73,17.83,69.67,115.36,10.43,21.45,43.16,52.37,57.87,94.62,82.92,229.94,129.1,99.64,70.33,132.06,43.13,85.88,39.59,56.8,68.49,25.74,70.79,58.7,54.02,53.09,81.25,89.74,32.08,34.2,41.73
1506657600000,72.22,68.82,48.35,109.59,11.22,81.96,79.82,223.82,25.86,54.7,44.81,71.06,68.48,116.42,25.17,29.99,22.44,28.94,32.43,24.69,55.71,36.1,54.61,69.06,41.69,43.32,55.97,44.04,33.59,22.96,121.58,88.76,101.54,12.31,111.1967,64.17,106.52,178.9,74.22,36.54,107.91,252.93,143.42,139.88,118.51,125.06,148.18,124.12,178.96,79.88,56.39,37.32,17.93,45.09,56.76,121.23,63.09,326.33,31.84,111.3,26.07,38.81,61.84,64.22,145.45,95.54,22.29,55.26,26.68,46.65,84.45,32.17,15.74,93.32,115.26,158.57,55.16,251.23,26.81,96.74,93.75,35.58,113.58,124.76,64.9,38.0833,13.65,17.82,69.85,116.47,10.43,20.6,43.41,52.71,58.33,94.79,83.09,230.76,129.52,99.82,70.72,132.75,43.57,86.57,39.82,56.8,68.48,25.86,71.0,59.1,53.98,53.05,81.73,90.08,32.18,34.09,41.77
1506916800000,72.48,68.9,48.31,109.43,11.29,81.76,79.7,225.24,25.65,54.88,44.82,71.02,68.42,115.86,25.08,29.96,22.54,28.96,32.35,24.74,55.71,36.29,54.67,69.22,41.72,43.19,57.0,44.18,33.6,23.05,120.77,88.35,101.27,12.21,112.88,64.09,106.24,180.58,75.23,36.7,108.57,253.97,143.81,140.57,119.27,125.47,150.0,125.61,181.23,79.72,56.6,37.17,17.86,45.33,57.12,121.02,63.42,329.2,32.03,111.82,25.84,38.53,61.76,64.31,145.58,95.95,22.08,55.11,26.15,46.27,84.44,32.01,15.67,93.94,117.26,159.63,54.44,252.32,26.73,97.52,95.52,35.73,113.38,124.28,67.32,38.19,13.13,17.11,71.31,117.95,10.21,19.78,43.36,52.71,58.16,95.18,82.97,231.73,130.2,100.45,70.88,133.04,43.61,87.97,40.04,57.42,68.46,26.08,71.49,59.19,53.88,53.14,82.56,90.25,32.73,34.29,41.76
1507003200000,73.41,69.17,48.62,109.52,11.31,81.8,79.72,226.24,24.81,55.25,45.53,71.19,68.65,115.83,25.24,29.89,22.44,29.08,32.47,24.89,56.04,36.35,54.84,69.88,43.18,43.32,57.47,45.53,34.04,23.28,120.83,88.51,101.41,12.22,112.6167,64.33,106.39,180.98,75.4,37.09,108.79,254.57,144.1,140.86,119.58,125.71,150.33,125.83,181.68,79.78,54.36,37.24,18.54,45.18,56.79,121.29,64.94,330.04,33.05,112.07,25.71,38.52,61.48,64.63,145.89,96.11,22.23,55.18,25.83,46.05,84.39,31.96,15.71,94.25,118.42,160.07,54.12,252.86,26.57,97.99,95.94,35.64,113.49,124.4,67.75,38.43,13.05,17.02,72.14,118.8,10.18,19.61,43.53,52.99,58.39,95.28,82.85,232.2,130.46,100.68,71.19,133.26,44.21,87.78,40.33,57.66,68.39,26.17,71.8,59.33,53.94,52.99,82.54,90.63,32.89,34.27,41.9
1507089600000,73.35,69.22,48.57,109.49,11.33,81.8,79.77,226.41,24.36,55.14,45.52,71.2,68.52,115.92,25.5,29.82,22.32,29.11,32.48,24.93,56.05,36.28,54.64,69.97,43.32,43.1,57.16,45.64,34.32,23.42,121.17,88.42,101.19,12.25,113.4933,64.24,106.36,180.92,75.07,37.38,108.94,254.9,144.35,141.05,119.71,125.93,149.85,125.15,181.56,80.29,53.07,37.18,19.0,44.7,56.11,121.22,64.86,329.84,33.66,112.07,25.67,38.51,61.36,64.72,146.03,96.31,22.29,55.24,25.78,45.94,84.55,31.92,15.69,94.39,119.2,160.44,53.96,253.16,26.49,98.23,95.87,35.62,113.59,124.41,67.13,38.53,13.18,16.64,72.25,119.18,10.08,19.75,43.45,52.96,58.28,95.43,83.27,232.52,130.59,100.8,71.22,133.57,44.26,88.24,40.56,57.68,68.34,26.05,71.78,59.29,54.11,53.52,82.94,91.1,32.84,34.07,41.59
1507176000000,73.97,69.49,48.62,109.44,11.43,81.74,79.74,227.64,24.91,55.09,45.86,71.12,68.48,115.98,25.54,30.19,22.22,28.99,32.47,25.19,56.02,36.64,54.0,70.5,43.12,43.18,58.72,46.37,33.79,23.22,120.52,88.53,101.42,12.19,113.6167,64.17,106.25,181.43,75.23,37.27,109.45,256.38,145.29,141.88,120.23,126.78,150.26,125.67,181.72,80.54,55.41,37.23,18.17,45.27,56.82,121.05,65.74,330.91,33.0,112.85,25.84,38.48,60.16,66.0,147.46,96.69,22.37,55.2,25.4,45.43,84.37,31.72,15.69,94.49,119.45,160.58,53.0,254.66,25.73,99.33,98.86,35.88,113.47,123.94,67.66,39.64,13.08,17.25,73.33,121.23,10.25,18.41,43.41,52.94,58.21,96.03,83.57,233.9,131.28,101.27,71.43,134.44,44.54,88.51,40.44,58.03,68.65,26.32,71.95,59.86,54.35,53.47,83.0,91.61,32.88,34.35,41.9
1507262400000,73.56,69.4,48.54,109.28,11.4,81.65,79.69,227.55,23.86,55.01,45.63,71.05,68.43,115.69,25.58,29.43,22.22,28.95,32.48,25.02,55.99,36.55,53.57,70.23,42.62,43.18,58.65,45.82,34.59,23.59,121.09,88.4,101.18,12.24,113.4933,64.13,106.12,181.33,75.1,37.39,109.17,256.11,145.35,141.76,119.93,126.9,150.05,125.27,181.95,80.25,51.53,37.18,19.38,45.29,56.91,120.95,65.31,330.59,34.3,112.69,25.42,38.31,60.08,66.14,147.66,96.49,22.13,55.13,25.41,45.5,84.34,31.76,15.85,94.87,121.0,161.21,53.16,254.37,25.63,99.14,98.8,36.14,113.38,123.59,67.37,39.7833,13.12,16.27,73.33,120.92,9.97,18.42,43.36,52.9,58.14,95.68,83.3,233.68,131.19,101.11,71.34,134.44,44.37,88.32,40.49,57.9,68.07,26.35,71.94,59.95,53.81,53.43,82.89,91.72,32.58,33.58,41.65
1507521600000,73.77,69.27,48.5,109.43,11.34,81.73,79.73,227.53,23.29,55.05,45.6,71.11,68.45,115.53,25.57,29.64,22.23,28.96,32.46,24.95,56.06,36.62,53.05,70.18,42.0,43.16,58.28,45.63,34.97,23.74,122.08,88.41,101.25,12.35,113.16,64.12,106.24,180.73,74.75,37.38,108.76,255.68,145.27,141.5,119.54,126.83,149.43,124.91,180.9,80.41,49.76,37.21,20.1,45.08,56.65,121.05,65.36,329.63,35.21,112.59,25.51,38.32,60.2,66.02,147.49,96.15,22.11,55.16,25.44,45.68,84.34,31.81,16.02,95.56,123.53,162.44,53.44,253.95,25.7,98.81,96.94,35.9,113.42,123.98,66.55,39.6833,13.29,16.38,73.22,120.32,10.0,19.18,43.38,52.86,58.11,95.27,83.5,233.27,130.93,100.84,71.24,134.33,44.22,87.73,40.43,57.89,68.21,26.25,71.74,60.1,53.66,53.5,82.37,91.43,32.26,33.69,40.86
1507608000000,74.48,69.66,48.95,109.44,11.35,81.77,79.77,228.26,23.76,55.33,46.05,71.77,69.1,115.74,25.84,29.69,22.41,29.11,32.69,25.17,56.46,36.86,52.59,71.07,42.82,43.55,58.97,46.03,34.52,23.57,122.4,88.48,101.44,12.39,113.1967,64.74,106.28,181.29,74.93,37.34,109.26,256.34,145.45,141.79,120.01,126.92,149.86,125.56,181.01,80.52,51.73,37.24,19.3,45.43,57.21,121.13,66.01,330.63,34.28,112.87,25.36,38.4,60.08,66.11,147.6,96.39,22.25,55.25,25.19,45.45,84.36,31.74,16.15,96.05,125.93,163.35,53.04,254.62,25.65,99.3,99.01,35.78,113.62,124.18,67.1,39.7667,13.18,17.31,74.0,121.13,10.28,18.34,43.78,53.35,58.74,95.45,83.75,233.86,131.24,101.18,71.63,134.53,44.65,87.63,40.36,57.93,68.27,26.37,71.85,60.16,54.13,54.02,82.56,91.34,32.07,33.64,40.97
1507694400000,74.61,69.84,49.09,109.46,11.41,81.81,79.74,228.61,23.14,55.52,46.26,72.02,69.27,115.87,25.76,29.88,22.47,29.28,32.88,25.02,56.75,37.38,52.93,71.78,42.94,43.74,59.07,45.85,34.92,23.8,122.79,88.39,101.33,12.43,112.9633,64.88,106.4,181.41,74.71,37.51,109.25,256.71,145.88,142.01,119.99,127.35,149.75,125.38,181.04,80.86,50.0,37.19,19.97,45.2,56.81,121.07,65.75,330.86,35.15,113.1,25.4,38.41,59.72,66.51,148.04,96.41,22.44,55.32,25.05,45.3,84.35,31.68,16.25,96.73,128.4,164.47,52.76,255.02,25.42,99.58,101.07,35.65,113.76,124.42,66.94,40.1133,13.21,17.54,74.39,121.7,10.36,17.55,43.93,53.5,58.87,95.57,84.03,234.24,131.42,101.16,71.83,134.98,44.78,87.37,40.39,57.96,68.43,26.32,71.81,60.36,54.24,54.25,82.72,91.39,32.32,33.84,40.41
1507780800000,74.56,69.83,49.08,109.59,11.3,81.88,79.72,228.33,23.35,55.36,46.24,72.13,69.21,116.09,26.01,29.51,22.63,29.18,32.84,25.03,56.68,37.52,52.44,72.21,42.76,43.61,58.38,45.87,34.65,23.72,122.89,88.29,101.23,12.43,112.3767,64.89,106.5,181.49,74.62,37.46,108.8,256.34,145.91,141.81,119.55,127.41,149.64,125.15,180.97,81.39,51.1,37.16,19.46,44.89,56.38,121.1,65.38,330.94,34.87,112.73,24.96,38.51,59.92,66.26,147.77,96.44,22.3,55.44,25.16,45.46,84.34,31.74,16.26,96.53,127.1,163.95,53.0,254.64,25.58,99.26,101.8,35.32,113.97,124.95,66.74,39.8967,13.24,17.12,74.06,121.18,10.23,17.36,43.93,53.52,58.79,95.99,84.57,233.88,131.26,100.93,71.79,134.94,44.78,87.29,40.31,58.07,68.18,26.12,72.19,60.21,54.47,54.53,82.63,90.78,32.45,33.59,39.88
1507867200000,75.24,70.0,49.35,109.86,11.18,82.05,79.78,228.73,23.02,55.77,46.66,72.39,69.57,116.42,26.39,29.53,22.96,29.26,32.84,25.22,57.38,37.82,52.12,72.84,43.34,43.6,58.45,46.23,34.62,23.84,123.82,88.33,101.22,12.54,112.1267,65.23,106.86,181.38,74.59,37.425,108.85,256.63,146.21,141.99,119.6,127.71,149.37,125.07,180.46,81.57,51.22,37.18,19.36,44.68,55.98,121.58,65.84,330.73,35.26,112.91,25.07,38.55,59.48,66.74,148.34,96.54,22.56,55.44,25.03,45.36,84.39,31.7,16.41,97.19,129.6,165.0,52.84,254.95,25.29,99.52,103.66,34.79,114.13,125.85,66.43,40.3433,13.31,17.55,74.43,121.5,10.37,16.72,44.15,53.84,58.85,96.03,84.79,234.14,131.36,100.95,71.99,135.17,45.18,86.66,40.3,58.35,68.14,26.13,72.06,60.5,54.57,54.15,82.42,91.22,32.85,33.6,40.0
1508126400000,75.39,70.07,49.345,109.75,11.11,81.97,79.74,229.45,24.16,56.18,46.63,72.13,69.52,116.21,26.43,29.69,22.99,29.17,32.77,25.32,57.64,37.85,51.48,72.36,42.94,43.52,58.88,46.3,33.95,23.46,122.97,88.38,101.34,12.45,112.28,65.185,106.68,181.39,74.47,37.46,109.0,257.05,146.42,142.18,119.69,127.88,149.24,124.98,180.24,81.16,54.33,37.19,18.23,44.93,56.41,121.41,66.15,330.68,33.45,113.19,25.01,38.49,59.04,67.2,148.85,96.57,22.53,55.33,24.78,45.22,84.31,31.65,16.25,97.71,131.46,165.78,52.64,255.29,25.03,99.8,105.4,34.9,113.87,125.76,66.25,40.76,13.35,17.88,75.06,122.03,10.46,16.14,44.11,53.81,58.69,96.0,84.37,234.51,131.45,101.12,72.02,135.29,45.14,86.92,40.29,58.31,68.29,26.3,72.14,60.72,54.59,54.03,82.06,91.34,32.62,33.63,39.73
1508212800000,75.0,70.0,49.21,109.71,11.01,81.98,79.72,229.85,24.19,56.16,46.39,72.02,69.34,116.27,26.3,29.75,23.07,29.16,32.72,25.32,57.58,37.76,52.82,72.35,42.64,43.46,58.19,46.02,33.88,23.42,122.13,88.51,101.47,12.36,112.7067,64.98,106.64,181.08,74.29,37.44,108.95,257.21,146.64,142.23,119.72,128.01,148.81,124.5,179.83,81.23,54.77,37.25,18.08,44.54,55.81,121.39,65.58,330.23,33.35,113.34,24.81,38.48,58.96,67.35,149.04,96.56,22.4,55.29,24.67,45.17,84.32,31.64,16.09,97.69,131.17,165.64,52.52,255.47,24.95,99.94,105.23,34.79,113.66,125.92,65.66,40.9033,13.47,17.93,75.53,122.29,10.49,16.22,44.01,53.66,58.43,96.09,84.47,234.66,131.51,101.25,71.99,135.3,44.92,86.74,40.28,58.16,68.33,26.17,71.95,60.72,54.39,54.35,83.16,91.39,32.58,33.67,40.02
1508299200000,75.29,70.11,49.33,109.54,10.84,81.85,79.68,231.46,24.47,56.41,46.5,72.09,69.54,116.29,26.33,29.12,23.07,29.28,32.9,25.39,57.52,37.74,52.27,72.52,42.7,43.67,58.85,46.47,33.57,23.33,121.67,88.6,101.58,12.31,111.99,65.16,106.37,181.69,74.78,37.54,109.07,257.43,146.73,142.35,119.82,128.13,149.52,125.13,180.73,81.14,56.01,37.27,17.67,44.86,56.19,121.21,66.19,331.27,32.71,113.46,24.34,38.45,59.04,67.2,148.86,96.64,22.45,55.22,24.14,45.09,84.29,31.62,16.06,98.05,132.46,166.2,52.4,255.72,25.02,100.07,105.65,35.26,113.52,125.09,66.55,40.7467,13.27,17.94,77.14,122.64,10.48,16.07,44.09,53.75,58.73,96.2,84.38,234.87,131.68,101.51,72.04,135.21,44.96,86.23,40.28,58.02,67.85,26.31,71.98,60.87,54.32,54.25,83.28,91.14,32.73,33.35,40.27
1508385600000,74.5,70.05,49.18,109.62,10.92,81.89,79.71,231.65,24.23,56.09,46.09,71.92,69.43,116.42,26.13,28.83,23.11,29.33,32.82,25.16,57.39,37.77,52.56,72.03,42.5,43.63,58.97,45.56,33.81,23.44,122.39,88.61,101.59,12.39,111.7033,65.005,106.48,181.88,74.62,38.17,109.31,257.53,146.63,142.46,119.99,128.05,149.29,125.01,180.35,81.08,54.84,37.29,17.95,45.13,56.57,121.39,65.03,331.59,33.15,113.37,24.01,38.5,59.56,66.7,148.31,96.76,22.19,55.26,24.11,45.05,84.34,31.61,16.27,97.85,131.3,165.78,52.4,255.79,25.31,100.12,106.35,35.13,113.67,125.31,66.32,40.2967,13.32,17.53,77.13,122.75,10.35,15.83,44.01,53.59,58.55,96.55,84.13,234.99,131.71,101.76,71.95,134.99,44.63,85.71,40.72,58.24,67.64,26.33,72.18,60.69,54.03,54.82,83.79,91.14,32.89,33.14,40.16
1508472000000,74.87,70.32,49.13,109.3,10.8,81.69,79.65,233.13,24.84,56.74,46.26,71.78,69.34,116.04,26.25,29.03,23.11,29.1,32.63,25.11,57.52,37.8,51.97,72.58,42.26,43.39,60.5,46.14,33.27,23.23,121.61,88.69,101.66,12.3,110.6,64.92,106.04,182.96,74.98,38.53,110.02,258.85,147.14,143.12,120.64,128.67,149.98,125.43,181.4,80.82,57.4,37.32,17.17,45.74,57.33,121.06,65.52,333.57,32.35,113.81,23.82,38.59,59.24,67.04,148.71,97.41,22.14,55.1,23.62,44.6,84.29,31.44,16.08,98.38,133.19,166.63,51.52,257.11,25.11,101.16,108.19,35.88,113.41,123.98,67.18,40.59,13.15,17.77,78.71,124.51,10.43,15.26,43.95,53.56,58.41,97.21,83.65,236.16,132.42,102.48,72.12,135.39,44.81,85.62,41.19,58.74,67.77,26.64,72.96,61.1,53.9,54.86,83.88,91.36,33.15,33.3,40.65
1508731200000,74.46,69.98,48.97,109.42,10.63,81.76,79.68,232.65,25.1,56.77,45.89,71.63,69.19,115.94,26.33,28.51,22.97,29.03,32.53,24.93,57.66,37.57,51.35,72.36,41.23,43.26,60.07,45.61,33.06,23.14,121.8,88.59,101.56,12.33,109.2467,64.775,106.14,182.01,74.61,38.55,109.84,257.86,146.4,142.57,120.31,128.04,148.86,124.41,180.25,80.44,58.6,37.28,16.83,45.35,56.78,121.18,64.89,331.8,31.95,113.35,23.38,38.61,60.0,66.17,147.74,97.08,21.97,55.17,23.74,44.94,84.29,31.56,16.14,98.75,135.33,167.45,52.12,256.11,25.6,100.38,104.88,35.73,113.42,124.2,65.68,39.8333,13.44,17.72,78.38,123.15,10.42,16.24,43.84,53.38,58.21,97.28,83.33,235.3,131.86,102.24,71.84,134.59,44.41,84.46,41.23,58.63,67.42,26.62,72.5,60.81,53.86,54.89,83.67,90.74,32.92,32.51,40.77
1508817600000,74.49,70.02,49.05,109.19,10.58,81.62,79.66,234.29,25.71,57.65,45.89,71.5,69.3,115.79,26.56,28.72,23.0,29.04,32.65,24.87,58.14,37.6,51.65,72.72,41.5,43.5,60.79,45.63,32.68,22.95,121.33,88.59,101.65,12.27,108.39,64.94,105.82,182.68,74.82,38.97,110.09,258.25,146.54,142.85,120.49,128.23,149.17,124.66,180.56,80.04,60.61,37.31,16.23,45.68,57.11,120.88,64.84,333.12,31.02,113.48,23.4,38.59,59.76,66.42,147.99,97.18,22.05,55.03,23.25,44.8,84.27,31.52,16.02,99.35,138.09,168.62,51.88,256.56,25.46,100.69,103.69,36.19,113.26,123.43,66.07,40.0367,13.34,18.11,80.0,123.73,10.54,16.56,43.94,53.5,58.21,97.3,82.83,235.63,132.09,102.41,71.96,134.84,44.53,83.58,41.44,58.96,67.55,26.81,72.91,60.98,53.67,54.94,83.11,90.96,33.42,32.53,40.9
1508904000000,74.24,69.77,48.9,109.12,10.32,81.55,79.62,233.16,26.19,57.18,45.79,71.18,69.03,115.59,26.53,28.08,22.69,28.72,32.64,24.76,57.67,37.54,50.68,72.69,41.88,43.46,60.22,45.7,32.39,22.83,121.35,88.34,101.38,12.29,107.15,64.7,105.65,181.57,74.43,38.73,109.47,257.04,145.92,142.12,119.78,127.72,148.45,124.14,179.62,79.73,62.28,37.19,15.8,45.45,56.86,120.56,64.53,331.07,30.43,113.03,23.35,38.42,60.24,65.88,147.43,96.53,21.76,55.03,23.58,45.23,84.25,31.66,16.01,98.09,132.7,166.41,52.6,255.29,25.77,99.71,100.22,36.54,113.14,122.84,65.1,39.55,13.55,17.98,78.84,122.01,10.48,17.65,43.76,53.32,58.17,97.16,82.59,234.5,131.4,101.83,71.67,134.38,44.43,82.87,40.84,58.65,67.08,26.65,72.19,60.65,53.52,54.7,82.99,90.61,33.07,32.25,40.59
1508990400000,74.08,69.75,48.81,109.0,10.49,81.45,79.6,233.85,27.61,57.68,45.48,71.22,69.02,115.25,26.62,28.29,22.69,28.65,32.69,24.84,57.98,37.55,50.23,72.35,40.63,43.43,60.87,45.67,31.91,22.43,120.33,88.23,101.31,12.18,104.66,64.68,105.51,182.47,74.78,39.25,109.71,257.35,145.97,142.32,119.97,127.89,148.76,124.41,180.05,79.24,65.09,37.14,15.05,45.9,57.54,120.55,64.32,332.5,28.83,113.04,23.36,38.41,60.56,65.5,146.96,96.72,21.78,54.95,23.36,45.12,84.25,31.63,15.85,98.62,135.08,167.39,52.48,255.62,26.0,99.94,100.65,36.76,113.09,122.43,65.56,39.1833,13.45,18.26,79.57,122.26,10.57,17.55,43.71,53.22,58.04,97.39,81.91,234.72,131.57,102.08,71.69,134.3,44.2,81.81,41.17,59.43,67.22,26.8,72.29,60.9,53.56,54.71,82.16,90.93,32.64,32.42,40.75
1509076800000,75.05,70.19,49.04,109.24,10.65,81.63,79.65,234.17,27.0,57.95,46.14,71.55,69.18,115.8,26.88,28.44,22.8,28.83,32.74,24.94,58.42,37.93,50.68,73.52,41.55,43.34,61.02,46.49,32.1,22.57,120.9,88.47,101.37,12.23,105.3733,64.81,105.85,183.35,75.18,39.36,109.6,259.41,148.27,143.43,120.0,129.87,149.79,125.09,181.57,79.6,64.0,37.23,15.22,46.21,57.85,120.91,65.17,334.25,29.42,114.28,23.67,38.51,57.08,69.2,151.24,96.87,21.99,55.11,23.28,44.4,84.31,31.37,15.91,100.6,143.36,170.89,51.24,257.71,23.75,101.54,106.33,36.35,113.45,123.24,66.87,42.56,13.19,19.13,79.8,125.37,10.84,15.62,43.88,53.48,57.96,97.56,82.28,236.72,132.64,102.33,72.07,136.21,44.74,83.8,41.18,59.12,67.34,26.78,72.32,62.54,53.1,55.05,82.14,92.4,32.46,33.37,40.14
1509336000000,74.59,70.08,49.08,109.54,10.74,81.82,79.72,233.33,26.41,57.64,45.85,71.58,69.34,116.14,26.85,28.81,22.76,28.92,32.89,24.66,58.4,37.9,50.15,73.13,40.16,43.6,60.47,45.77,32.47,22.76,121.13,88.45,101.34,12.26,105.5533,64.99,106.23,182.04,74.12,39.27,109.04,258.52,147.98,142.95,119.34,129.62,148.21,123.54,179.75,79.77,61.67,37.22,15.88,45.62,56.99,121.31,64.67,331.85,30.22,113.93,24.07,38.41,56.84,69.58,151.58,96.4,22.05,55.33,23.53,44.7,84.35,31.49,15.91,100.64,144.71,171.35,51.76,256.75,23.58,100.82,105.46,35.59,113.75,124.42,64.76,42.8633,13.6,19.27,78.9,123.98,10.87,15.85,43.98,53.51,58.31,96.82,82.21,235.86,132.06,101.7,71.98,136.17,44.38,84.01,41.1,58.84,67.69,26.67,71.82,62.68,52.65,55.06,81.26,91.98,32.02,33.75,39.48
